tbl;Year;quarter;citymarketid_1;citymarketid_2;city1;city2;cur_passengers;cur_fare;ly_fare;ly_passengers;amount_change;percent_change;amount_change_pax;percent_change_pax;Geocoded_City1;Geocoded_City2
(41.505546, -81.6915)"
Table 3;2,010;2;31,057;30,693;Charlotte, NC;Nashville, TN;19,110;294.00;187.16;22,420;106.84;0.5708;-3,310;-0.1476;"Charlotte, NC
(35.222936, -80.840161)";"Nashville, TN
(36.166687, -86.779932)"
Table 3;2,010;2;31,057;31,453;Charlotte, NC;Houston, TX;36,830;257.83;182.69;40,240;75.13;0.4112;-3,410;-0.0847;"Charlotte, NC
(35.222936, -80.840161)";"Houston, TX
(29.760803, -95.369506)"
Table 3;2,010;2;31,057;31,703;Charlotte, NC;New York City, NY (Metropolitan Area);276,880;166.80;127.56;286,250;39.24;0.3076;-9,370;-0.0327;"Charlotte, NC
(35.222936, -80.840161)";"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
Table 3;2,010;2;31,057;32,337;Charlotte, NC;Indianapolis, IN;22,920;202.80;152.25;23,310;50.55;0.3320;-390;-0.0167;"Charlotte, NC
(35.222936, -80.840161)";"Indianapolis, IN
(39.76845, -86.156212)"
Table 3;2,010;2;31,057;32,467;Charlotte, NC;Miami, FL (Metropolitan Area);80,850;173.20;132.98;94,720;40.22;0.3024;-13,870;-0.1464;"Charlotte, NC
(35.222936, -80.840161)";"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)"
Table 3;2,010;2;31,066;31,650;Columbus, OH;Minneapolis/St. Paul, MN;24,030;250.13;184.07;27,360;66.06;0.3589;-3,330;-0.1217;"Columbus, OH
(39.962649, -82.996216)";"Minneapolis/St. Paul, MN
(44.977479, -93.264346)"
Table 3;2,010;2;31,066;34,100;Columbus, OH;Philadelphia, PA;32,280;204.02;103.53;57,730;100.50;0.9707;-25,450;-0.4408;"Columbus, OH
(39.962649, -82.996216)";"Philadelphia, PA
(39.951061, -75.16562)"
Table 3;2,010;2;31,295;30,852;Detroit, MI;Washington, DC (Metropolitan Area);181,230;168.41;128.03;206,420;40.39;0.3155;-25,190;-0.1220;"Detroit, MI
(42.332916, -83.047853)";"Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 3;2,010;2;31,295;31,703;Detroit, MI;New York City, NY (Metropolitan Area);221,390;213.85;141.46;272,510;72.39;0.5117;-51,120;-0.1876;"Detroit, MI
(42.332916, -83.047853)";"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
Table 3;2,010;2;31,650;30,559;Minneapolis/St. Paul, MN;Seattle, WA;80,390;220.01;158.39;96,370;61.62;0.3890;-15,980;-0.1658;"Minneapolis/St. Paul, MN
(44.977479, -93.264346)";"Seattle, WA
(47.603229, -122.33028)"
Table 3;2,010;2;31,650;30,693;Minneapolis/St. Paul, MN;Nashville, TN;22,180;251.30;191.79;23,700;59.51;0.3103;-1,520;-0.0641;"Minneapolis/St. Paul, MN
(44.977479, -93.264346)";"Nashville, TN
(36.166687, -86.779932)"
Table 3;2,010;2;31,650;32,457;Minneapolis/St. Paul, MN;San Francisco, CA (Metropolitan Area);111,390;284.74;190.86;126,090;93.89;0.4919;-14,700;-0.1166;"Minneapolis/St. Paul, MN
(44.977479, -93.264346)";"San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)"
Table 3;2,010;2;31,650;33,192;Minneapolis/St. Paul, MN;Sacramento, CA;22,140;270.83;184.37;29,760;86.47;0.4690;-7,620;-0.2560;"Minneapolis/St. Paul, MN
(44.977479, -93.264346)";"Sacramento, CA
(38.582087, -121.50012)"
Table 3;2,010;2;31,650;33,570;Minneapolis/St. Paul, MN;San Diego, CA;57,230;230.33;163.60;66,300;66.74;0.4079;-9,070;-0.1368;"Minneapolis/St. Paul, MN
(44.977479, -93.264346)";"San Diego, CA
(32.71576, -117.163817)"
Table 3;2,010;2;31,703;30,198;New York City, NY (Metropolitan Area);Pittsburgh, PA;135,000;157.56;116.47;143,650;41.09;0.3528;-8,650;-0.0602;"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)";"Pittsburgh, PA
(40.442169, -79.994945)"
Table 3;2,010;2;31,703;30,852;New York City, NY (Metropolitan Area);Washington, DC (Metropolitan Area);325,620;180.87;135.11;357,870;45.76;0.3387;-32,250;-0.0901;"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)";"Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 3;2,010;2;31,995;31,703;Greensboro/High Point, NC;New York City, NY (Metropolitan Area);34,760;208.43;153.53;37,740;54.90;0.3576;-2,980;-0.0790;"Greensboro/High Point, NC
(36.072701, -79.793899)";"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
Table 3;2,010;2;31,995;34,100;Greensboro/High Point, NC;Philadelphia, PA;18,960;176.03;124.18;21,970;51.85;0.4176;-3,010;-0.1370;"Greensboro/High Point, NC
(36.072701, -79.793899)";"Philadelphia, PA
(39.951061, -75.16562)"
Table 3;2,010;2;32,337;31,136;Indianapolis, IN;Jacksonville, FL;15,530;156.98;106.44;23,230;50.54;0.4748;-7,700;-0.3315;"Indianapolis, IN
(39.76845, -86.156212)";"Jacksonville, FL
(30.325968, -81.65676)"
Table 3;2,010;2;32,457;30,559;San Francisco, CA (Metropolitan Area);Seattle, WA;434,360;143.99;105.34;489,650;38.65;0.3669;-55,290;-0.1129;"San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)";"Seattle, WA
(47.603229, -122.33028)"
Table 3;2,010;2;32,575;31,650;Los Angeles, CA (Metropolitan Area);Minneapolis/St. Paul, MN;148,170;248.08;183.05;162,180;65.02;0.3552;-14,010;-0.0864;"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)";"Minneapolis/St. Paul, MN
(44.977479, -93.264346)"
Table 3;2,010;2;32,575;34,614;Los Angeles, CA (Metropolitan Area);Salt Lake City, UT;225,020;152.01;115.34;247,660;36.67;0.3179;-22,640;-0.0914;"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)";"Salt Lake City, UT
(40.758478, -111.888142)"
Table 3;2,010;2;33,105;31,453;Cincinnati, OH;Houston, TX;19,410;252.31;184.04;21,180;68.26;0.3709;-1,770;-0.0836;"Cincinnati, OH
(39.104427, -84.513808)";"Houston, TX
(29.760803, -95.369506)"
Table 3;2,010;2;33,105;31,650;Cincinnati, OH;Minneapolis/St. Paul, MN;18,950;311.75;233.47;21,800;78.28;0.3353;-2,850;-0.1307;"Cincinnati, OH
(39.104427, -84.513808)";"Minneapolis/St. Paul, MN
(44.977479, -93.264346)"
Table 3;2,010;2;33,105;34,100;Cincinnati, OH;Philadelphia, PA;27,610;232.68;162.96;29,730;69.72;0.4279;-2,120;-0.0713;"Cincinnati, OH
(39.104427, -84.513808)";"Philadelphia, PA
(39.951061, -75.16562)"
Table 3;2,010;2;33,244;31,454;Memphis, TN;Orlando, FL;31,120;187.02;125.45;45,560;61.57;0.4908;-14,440;-0.3169;"Memphis, TN
(35.143378, -90.052136)";"Orlando, FL
(28.538331, -81.378879)"
Table 3;2,010;2;33,485;30,852;Madison, WI;Washington, DC (Metropolitan Area);18,920;206.33;154.26;25,050;52.08;0.3376;-6,130;-0.2447;"Madison, WI
(43.073926, -89.385244)";"Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 3;2,010;2;33,485;31,703;Madison, WI;New York City, NY (Metropolitan Area);20,060;224.58;172.22;27,760;52.36;0.3040;-7,700;-0.2774;"Madison, WI
(43.073926, -89.385244)";"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
Table 3;2,010;2;34,614;33,195;Salt Lake City, UT;Tampa, FL (Metropolitan Area);15,320;248.00;188.71;18,320;59.30;0.3142;-3,000;-0.1638;"Salt Lake City, UT
(40.758478, -111.888142)";"Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
Table 3;2,010;2;34,614;33,570;Salt Lake City, UT;San Diego, CA;62,530;148.99;110.87;77,330;38.13;0.3439;-14,800;-0.1914;"Salt Lake City, UT
(40.758478, -111.888142)";"San Diego, CA
(32.71576, -117.163817)"
Table 3;2,010;1;30,423;32,575;Austin, TX;Los Angeles, CA (Metropolitan Area);104,530;203.71;154.96;101,700;48.75;0.3146;2,830;0.0278;"Austin, TX
(30.264979, -97.746598)";"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)"
Table 3;2,010;1;30,599;32,575;Birmingham, AL;Los Angeles, CA (Metropolitan Area);23,010;269.93;196.59;18,990;73.34;0.3731;4,020;0.2117;"Birmingham, AL
(33.522859, -86.807705)";"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)"
Table 3;2,010;1;30,713;30,466;Boise, ID;Phoenix, AZ;26,960;188.64;141.32;29,330;47.32;0.3348;-2,370;-0.0808;"Boise, ID
(43.597772, -83.884521)";"Phoenix, AZ
(30.406931, -87.217578)"
Table 3;2,010;1;30,785;30,852;Burlington, VT;Washington, DC (Metropolitan Area);16,390;231.58;162.17;24,460;69.41;0.4280;-8,070;-0.3299;"Burlington, VT
(44.475949, -73.212481)";"Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 3;2,010;1;30,792;32,211;Buffalo, NY;Las Vegas, NV;37,710;203.06;154.79;44,240;48.27;0.3119;-6,530;-0.1476;"Buffalo, NY
(39.945422, -78.64671)";"Las Vegas, NV
(36.169202, -115.140597)"
Table 3;2,010;1;30,977;30,529;Chicago, IL;Hartford, CT;50,520;196.50;123.66;68,980;72.84;0.5890;-18,460;-0.2676;"Chicago, IL
(41.775002, -87.696388)";"Hartford, CT
(41.765775, -72.673356)"
Table 3;2,010;1;30,977;30,615;Chicago, IL;El Paso, TX;13,410;231.05;175.12;18,230;55.92;0.3193;-4,820;-0.2644;"Chicago, IL
(41.775002, -87.696388)";"El Paso, TX
(31.76006, -106.492257)"
Table 3;2,010;1;30,977;31,295;Chicago, IL;Detroit, MI;116,700;130.88;97.80;141,940;33.08;0.3383;-25,240;-0.1778;"Chicago, IL
(41.775002, -87.696388)";"Detroit, MI
(42.332916, -83.047853)"
Table 3;2,010;1;30,977;34,524;Chicago, IL;Richmond, VA;21,090;210.42;152.78;23,890;57.64;0.3773;-2,800;-0.1172;"Chicago, IL
(41.775002, -87.696388)";"Richmond, VA
(37.540759, -77.433932)"
Table 3;2,010;1;30,994;31,703;Charleston, SC;New York City, NY (Metropolitan Area);21,710;238.48;177.39;39,270;61.08;0.3443;-17,560;-0.4472;"Charleston, SC
(32.77647, -79.931027)";"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
Table 3;2,010;1;31,057;30,693;Charlotte, NC;Nashville, TN;17,200;292.49;203.53;19,570;88.96;0.4371;-2,370;-0.1211;"Charlotte, NC
(35.222936, -80.840161)";"Nashville, TN
(36.166687, -86.779932)"
Table 3;2,010;1;31,057;33,495;Charlotte, NC;New Orleans, LA;19,120;204.76;151.43;20,270;53.33;0.3521;-1,150;-0.0567;"Charlotte, NC
(35.222936, -80.840161)";"New Orleans, LA
(29.950621, -90.074948)"
Table 3;2,010;1;31,066;34,100;Columbus, OH;Philadelphia, PA;26,850;196.20;105.37;46,870;90.83;0.8620;-20,020;-0.4271;"Columbus, OH
(39.962649, -82.996216)";"Philadelphia, PA
(39.951061, -75.16562)"
Table 3;2,010;1;31,295;30,529;Detroit, MI;Hartford, CT;16,730;247.31;186.86;17,180;60.45;0.3235;-450;-0.0262;"Detroit, MI
(42.332916, -83.047853)";"Hartford, CT
(41.765775, -72.673356)"
Table 3;2,010;1;31,295;31,703;Detroit, MI;New York City, NY (Metropolitan Area);154,410;229.37;151.65;183,700;77.72;0.5125;-29,290;-0.1594;"Detroit, MI
(42.332916, -83.047853)";"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
Table 3;2,010;1;31,295;34,614;Detroit, MI;Salt Lake City, UT;22,470;250.24;165.69;28,490;84.55;0.5103;-6,020;-0.2113;"Detroit, MI
(42.332916, -83.047853)";"Salt Lake City, UT
(40.758478, -111.888142)"
Table 3;2,010;1;31,650;33,192;Minneapolis/St. Paul, MN;Sacramento, CA;13,890;272.91;190.27;20,130;82.65;0.4344;-6,240;-0.3100;"Minneapolis/St. Paul, MN
(44.977479, -93.264346)";"Sacramento, CA
(38.582087, -121.50012)"
Table 3;2,010;1;31,703;30,198;New York City, NY (Metropolitan Area);Pittsburgh, PA;117,770;158.13;112.46;117,070;45.67;0.4061;700;0.0060;"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)";"Pittsburgh, PA
(40.442169, -79.994945)"
Table 3;2,010;1;31,703;34,524;New York City, NY (Metropolitan Area);Richmond, VA;56,910;139.95;95.07;77,370;44.88;0.4721;-20,460;-0.2644;"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)";"Richmond, VA
(37.540759, -77.433932)"
Table 3;2,010;1;31,995;34,100;Greensboro/High Point, NC;Philadelphia, PA;14,710;179.76;136.28;17,050;43.48;0.3191;-2,340;-0.1372;"Greensboro/High Point, NC
(36.072701, -79.793899)";"Philadelphia, PA
(39.951061, -75.16562)"
Table 3;2,010;1;32,211;34,614;Las Vegas, NV;Salt Lake City, UT;87,910;124.04;87.55;114,300;36.50;0.4169;-26,390;-0.2309;"Las Vegas, NV
(36.169202, -115.140597)";"Salt Lake City, UT
(40.758478, -111.888142)"
Table 3;2,010;1;32,467;33,495;Miami, FL (Metropolitan Area);New Orleans, LA;60,490;194.87;132.07;55,070;62.80;0.4755;5,420;0.0984;"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)";"New Orleans, LA
(29.950621, -90.074948)"
Table 3;2,010;1;33,244;31,454;Memphis, TN;Orlando, FL;33,340;191.10;143.46;41,320;47.64;0.3321;-7,980;-0.1931;"Memphis, TN
(35.143378, -90.052136)";"Orlando, FL
(28.538331, -81.378879)"
Table 3;2,010;1;34,614;33,570;Salt Lake City, UT;San Diego, CA;71,760;150.84;115.50;82,830;35.34;0.3060;-11,070;-0.1336;"Salt Lake City, UT
(40.758478, -111.888142)";"San Diego, CA
(32.71576, -117.163817)"
Table 3;2,009;4;30,785;30,852;Burlington, VT;Washington, DC (Metropolitan Area);17,580;213.20;164.00;29,830;49.20;0.3000;-12,250;-0.4107;"Burlington, VT
(44.475949, -73.212481)";"Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 3;2,009;4;31,057;30,693;Charlotte, NC;Nashville, TN;17,950;272.32;208.40;22,640;63.93;0.3068;-4,690;-0.2072;"Charlotte, NC
(35.222936, -80.840161)";"Nashville, TN
(36.166687, -86.779932)"
Table 3;2,009;1;30,397;33,570;Atlanta, GA (Metropolitan Area);San Diego, CA;39,160;296.45;214.62;59,020;81.83;0.3813;-19,860;-0.3365;"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)";"San Diego, CA
(32.71576, -117.163817)"
Table 3;2,009;1;30,977;31,650;Chicago, IL;Minneapolis/St. Paul, MN;187,260;166.09;112.77;270,990;53.32;0.4728;-83,730;-0.3090;"Chicago, IL
(41.775002, -87.696388)";"Minneapolis/St. Paul, MN
(44.977479, -93.264346)"
Table 3;2,009;1;31,453;33,244;Houston, TX;Memphis, TN;14,210;293.96;223.41;2,330;70.55;0.3158;11,880;5.0987;"Houston, TX
(29.760803, -95.369506)";"Memphis, TN
(35.143378, -90.052136)"
Table 3;2,008;4;30,325;33,244;Denver, CO;Memphis, TN;15,350;246.08;164.62;26,880;81.46;0.4949;-11,530;-0.4289;"Denver, CO
(39.738453, -104.984853)";"Memphis, TN
(35.143378, -90.052136)"
Table 3;2,008;4;30,693;31,703;Nashville, TN;New York City, NY (Metropolitan Area);95,660;238.21;154.06;109,660;84.14;0.5461;-14,000;-0.1277;"Nashville, TN
(36.166687, -86.779932)";"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
Table 3;2,008;4;30,977;31,650;Chicago, IL;Minneapolis/St. Paul, MN;160,540;264.15;107.00;320,220;157.14;1.4686;-159,680;-0.4987;"Chicago, IL
(41.775002, -87.696388)";"Minneapolis/St. Paul, MN
(44.977479, -93.264346)"
Table 3;2,008;4;31,057;31,454;Charlotte, NC;Orlando, FL;55,010;177.21;132.09;78,750;45.12;0.3416;-23,740;-0.3015;"Charlotte, NC
(35.222936, -80.840161)";"Orlando, FL
(28.538331, -81.378879)"
Table 3;2,008;4;31,066;31,650;Columbus, OH;Minneapolis/St. Paul, MN;18,840;307.62;230.68;26,790;76.94;0.3335;-7,950;-0.2968;"Columbus, OH
(39.962649, -82.996216)";"Minneapolis/St. Paul, MN
(44.977479, -93.264346)"
Table 3;2,008;4;31,650;30,693;Minneapolis/St. Paul, MN;Nashville, TN;18,030;308.37;220.65;25,180;87.72;0.3975;-7,150;-0.2840;"Minneapolis/St. Paul, MN
(44.977479, -93.264346)";"Nashville, TN
(36.166687, -86.779932)"
Table 3;2,008;4;31,650;30,852;Minneapolis/St. Paul, MN;Washington, DC (Metropolitan Area);119,050;284.27;194.00;156,380;90.27;0.4653;-37,330;-0.2387;"Minneapolis/St. Paul, MN
(44.977479, -93.264346)";"Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 3;2,008;4;31,650;31,123;Minneapolis/St. Paul, MN;St. Louis, MO;35,710;323.45;208.56;49,770;114.88;0.5508;-14,060;-0.2825;"Minneapolis/St. Paul, MN
(44.977479, -93.264346)";"St. Louis, MO
(38.630276, -90.200309)"
Table 3;2,008;4;31,650;32,457;Minneapolis/St. Paul, MN;San Francisco, CA (Metropolitan Area);105,210;272.67;207.96;144,650;64.71;0.3112;-39,440;-0.2727;"Minneapolis/St. Paul, MN
(44.977479, -93.264346)";"San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)"
Table 3;2,008;4;33,044;31,703;Louisville, KY;New York City, NY (Metropolitan Area);32,260;257.32;180.80;32,370;76.52;0.4232;-110;-0.0034;"Louisville, KY
(38.256078, -85.751569)";"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
Table 3;2,008;4;33,342;31,650;Milwaukee, WI;Minneapolis/St. Paul, MN;23,270;294.62;223.78;32,060;70.84;0.3166;-8,790;-0.2742;"Milwaukee, WI
(43.041072, -87.909421)";"Minneapolis/St. Paul, MN
(44.977479, -93.264346)"
Table 3;2,008;3;30,194;30,436;Dallas/Fort Worth, TX;Tucson, AZ;23,560;238.91;178.71;25,490;60.19;0.3368;-1,930;-0.0757;"Dallas/Fort Worth, TX
(40.11086, -77.035636)";"Tucson, AZ
(35.167852, -103.726151)"
Table 3;2,008;3;30,194;30,529;Dallas/Fort Worth, TX;Hartford, CT;27,520;354.68;269.91;37,230;84.77;0.3141;-9,710;-0.2608;"Dallas/Fort Worth, TX
(40.11086, -77.035636)";"Hartford, CT
(41.765775, -72.673356)"
Table 3;2,008;3;30,194;30,852;Dallas/Fort Worth, TX;Washington, DC (Metropolitan Area);259,300;272.20;206.66;281,650;65.54;0.3172;-22,350;-0.0794;"Dallas/Fort Worth, TX
(40.11086, -77.035636)";"Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 3;2,008;3;30,255;30,852;Huntsville, AL;Washington, DC (Metropolitan Area);36,470;316.27;239.51;35,020;76.76;0.3205;1,450;0.0414;"Huntsville, AL
(34.729538, -86.585283)";"Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 3;2,008;3;30,325;33,244;Denver, CO;Memphis, TN;18,110;259.49;177.32;24,410;82.18;0.4635;-6,300;-0.2581;"Denver, CO
(39.738453, -104.984853)";"Memphis, TN
(35.143378, -90.052136)"
Table 3;2,008;3;30,325;34,653;Denver, CO;Tulsa, OK;21,060;254.54;161.64;31,940;92.90;0.5748;-10,880;-0.3406;"Denver, CO
(39.738453, -104.984853)";"Tulsa, OK
(61.096484, -160.967455)"
Table 3;2,008;3;30,529;31,650;Hartford, CT;Minneapolis/St. Paul, MN;24,060;390.70;295.31;30,710;95.39;0.3230;-6,650;-0.2165;"Hartford, CT
(41.765775, -72.673356)";"Minneapolis/St. Paul, MN
(44.977479, -93.264346)"
Table 3;2,008;3;30,647;30,852;Cleveland, OH (Metropolitan Area);Washington, DC (Metropolitan Area);84,690;148.12;108.98;70,360;39.15;0.3592;14,330;0.2037;"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)";"Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 3;2,008;3;30,647;31,454;Cleveland, OH (Metropolitan Area);Orlando, FL;79,650;159.45;122.04;112,760;37.41;0.3066;-33,110;-0.2936;"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)";"Orlando, FL
(28.538331, -81.378879)"
Table 3;2,008;3;30,647;31,650;Cleveland, OH (Metropolitan Area);Minneapolis/St. Paul, MN;31,280;329.09;253.00;22,060;76.09;0.3008;9,220;0.4180;"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)";"Minneapolis/St. Paul, MN
(44.977479, -93.264346)"
Table 3;2,008;3;30,693;31,703;Nashville, TN;New York City, NY (Metropolitan Area);87,330;266.09;142.80;106,790;123.29;0.8634;-19,460;-0.1822;"Nashville, TN
(36.166687, -86.779932)";"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
Table 3;2,008;3;30,721;31,066;Boston, MA (Metropolitan Area);Columbus, OH;41,370;185.63;141.19;55,080;44.43;0.3147;-13,710;-0.2489;"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)";"Columbus, OH
(39.962649, -82.996216)"
Table 3;2,008;3;30,721;31,295;Boston, MA (Metropolitan Area);Detroit, MI;97,850;258.37;172.96;136,030;85.41;0.4938;-38,180;-0.2807;"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)";"Detroit, MI
(42.332916, -83.047853)"
Table 3;2,008;3;30,721;31,650;Boston, MA (Metropolitan Area);Minneapolis/St. Paul, MN;113,050;313.94;237.95;131,870;75.98;0.3193;-18,820;-0.1427;"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)";"Minneapolis/St. Paul, MN
(44.977479, -93.264346)"
Table 3;2,008;3;30,721;34,100;Boston, MA (Metropolitan Area);Philadelphia, PA;219,760;173.45;116.08;288,820;57.37;0.4942;-69,060;-0.2391;"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)";"Philadelphia, PA
(39.951061, -75.16562)"
Table 3;2,008;3;30,977;30,852;Chicago, IL;Washington, DC (Metropolitan Area);477,340;191.87;146.62;550,280;45.25;0.3086;-72,940;-0.1326;"Chicago, IL
(41.775002, -87.696388)";"Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 3;2,008;3;30,977;31,650;Chicago, IL;Minneapolis/St. Paul, MN;206,220;259.55;120.21;325,410;139.34;1.1591;-119,190;-0.3663;"Chicago, IL
(41.775002, -87.696388)";"Minneapolis/St. Paul, MN
(44.977479, -93.264346)"
Table 3;2,008;3;30,977;31,703;Chicago, IL;New York City, NY (Metropolitan Area);854,840;211.00;159.46;1,016,540;51.54;0.3232;-161,700;-0.1591;"Chicago, IL
(41.775002, -87.696388)";"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
Table 3;2,008;3;30,977;34,576;Chicago, IL;Rochester, NY;16,280;281.96;202.11;21,260;79.85;0.3951;-4,980;-0.2342;"Chicago, IL
(41.775002, -87.696388)";"Rochester, NY
(43.155708, -77.612547)"
Table 3;2,008;3;31,057;30,977;Charlotte, NC;Chicago, IL;97,340;217.23;148.50;129,270;68.73;0.4629;-31,930;-0.2470;"Charlotte, NC
(35.222936, -80.840161)";"Chicago, IL
(41.775002, -87.696388)"
Table 3;2,008;3;31,057;33,195;Charlotte, NC;Tampa, FL (Metropolitan Area);28,030;236.37;177.72;40,410;58.65;0.3300;-12,380;-0.3064;"Charlotte, NC
(35.222936, -80.840161)";"Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
Table 3;2,008;3;31,066;30,852;Columbus, OH;Washington, DC (Metropolitan Area);71,460;145.60;110.81;62,640;34.79;0.3139;8,820;0.1408;"Columbus, OH
(39.962649, -82.996216)";"Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 3;2,008;3;31,066;31,650;Columbus, OH;Minneapolis/St. Paul, MN;22,390;353.21;237.42;29,720;115.79;0.4877;-7,330;-0.2466;"Columbus, OH
(39.962649, -82.996216)";"Minneapolis/St. Paul, MN
(44.977479, -93.264346)"
Table 3;2,008;3;31,066;31,703;Columbus, OH;New York City, NY (Metropolitan Area);86,220;226.13;124.29;144,240;101.85;0.8195;-58,020;-0.4022;"Columbus, OH
(39.962649, -82.996216)";"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
Table 3;2,008;3;31,066;32,467;Columbus, OH;Miami, FL (Metropolitan Area);30,670;176.48;135.71;45,870;40.77;0.3004;-15,200;-0.3314;"Columbus, OH
(39.962649, -82.996216)";"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)"
Table 3;2,008;3;31,066;33,570;Columbus, OH;San Diego, CA;20,580;220.72;164.63;31,870;56.10;0.3407;-11,290;-0.3543;"Columbus, OH
(39.962649, -82.996216)";"San Diego, CA
(32.71576, -117.163817)"
Table 3;2,008;3;31,267;31,703;Dayton, OH;New York City, NY (Metropolitan Area);47,650;204.23;155.29;29,020;48.94;0.3152;18,630;0.6420;"Dayton, OH
(39.760982, -84.192203)";"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
Table 3;2,008;3;31,295;31,650;Detroit, MI;Minneapolis/St. Paul, MN;48,460;382.29;283.55;61,580;98.74;0.3482;-13,120;-0.2131;"Detroit, MI
(42.332916, -83.047853)";"Minneapolis/St. Paul, MN
(44.977479, -93.264346)"
Table 3;2,008;3;31,295;34,100;Detroit, MI;Philadelphia, PA;53,080;286.41;190.47;63,650;95.93;0.5037;-10,570;-0.1661;"Detroit, MI
(42.332916, -83.047853)";"Philadelphia, PA
(39.951061, -75.16562)"
Table 3;2,008;3;31,650;30,693;Minneapolis/St. Paul, MN;Nashville, TN;20,120;337.36;225.93;27,410;111.42;0.4932;-7,290;-0.2660;"Minneapolis/St. Paul, MN
(44.977479, -93.264346)";"Nashville, TN
(36.166687, -86.779932)"
Table 3;2,008;3;31,650;30,852;Minneapolis/St. Paul, MN;Washington, DC (Metropolitan Area);155,470;307.98;198.75;174,900;109.22;0.5495;-19,430;-0.1111;"Minneapolis/St. Paul, MN
(44.977479, -93.264346)";"Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 3;2,008;3;31,650;31,123;Minneapolis/St. Paul, MN;St. Louis, MO;38,690;383.08;217.87;52,100;165.21;0.7583;-13,410;-0.2574;"Minneapolis/St. Paul, MN
(44.977479, -93.264346)";"St. Louis, MO
(38.630276, -90.200309)"
Table 3;2,008;3;31,650;33,570;Minneapolis/St. Paul, MN;San Diego, CA;54,720;258.53;192.65;73,990;65.88;0.3420;-19,270;-0.2604;"Minneapolis/St. Paul, MN
(44.977479, -93.264346)";"San Diego, CA
(32.71576, -117.163817)"
Table 3;2,008;3;31,703;30,436;New York City, NY (Metropolitan Area);Tucson, AZ;27,030;262.05;194.11;42,090;67.94;0.3500;-15,060;-0.3578;"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)";"Tucson, AZ
(35.167852, -103.726151)"
Table 3;2,008;3;31,703;33,316;New York City, NY (Metropolitan Area);Omaha, NE;36,270;273.32;201.96;24,730;71.36;0.3533;11,540;0.4666;"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)";"Omaha, NE
(46.07035, -93.666319)"
Table 3;2,008;3;31,703;34,576;New York City, NY (Metropolitan Area);Rochester, NY;77,830;131.57;98.83;83,890;32.74;0.3313;-6,060;-0.0722;"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)";"Rochester, NY
(43.155708, -77.612547)"
