tbl;Year;quarter;citymarketid;cityname;airportid;apt;TotalMkts;TotalFaredPax;TotalPerLFMkts;TotalAvgHubFare;TotalPerPrem;SHMkts;SHPax;SHPerLFMkts;SHAvgHubFare;SHPerPrem;LHMkts;LHPax;LHPerLFMkts;LHAvgHubFare;LHPerPrem;tbl7pk
Table 7;2002;4;30257;Albany, NY;10257;ALB;65;483,880;0.6780;160.37;-0.0852;26;167,570;0.5701;140.77;-0.0336;39;316,310;0.7351;170.75;-0.1061;2002410257ALB
Table 7;1996;1;33076;La Crosse, WI;13076;LSE;9;8,510;0.0000;206.48;-0.0118;2;2,720;0.0000;209.06;0.0735;7;5,790;0.0000;205.27;-0.0480;1996113076LSE
Table 7;1998;3;31123;St. Louis, MO;15016;STL;118;2,197,270;0.5995;177.65;0.1138;68;1,224,960;0.5458;144.90;0.0726;50;972,310;0.6671;218.90;0.1507;1998315016STL
Table 7;2004;3;30397;Atlanta, GA (Metropolitan Area);10397;ATL;157;5,905,780;0.7232;154.23;0.0572;96;3,522,110;0.7148;140.43;0.0293;61;2,383,670;0.7356;174.62;0.0924;2004310397ATL
Table 7;1997;3;31714;Fort Myers, FL;14635;RSW;66;546,310;0.0914;132.29;-0.2602;6;57,640;0.0000;110.70;-0.2549;60;488,670;0.1022;134.84;-0.2607;1997314635RSW
Table 7;1999;4;30849;Bozeman, MT;10849;BZN;25;40,470;0.0000;215.12;0.0683;4;14,680;0.0000;179.33;0.0571;21;25,790;0.0000;235.48;0.0732;1999410849BZN
Table 7;2003;3;34614;Salt Lake City, UT;14869;SLC;93;1,671,940;0.8168;156.11;-0.0742;25;926,950;0.9074;112.09;-0.2118;68;744,990;0.7041;210.88;0.0466;2003314869SLC
Table 7;2005;3;32951;Lafayette, LA;12951;LFT;17;22,940;0.0000;268.37;0.2992;2;7,400;0.0000;268.75;0.6320;15;15,540;0.0000;268.19;0.1840;2005312951LFT
Table 7;2006;1;32206;Harlingen/San Benito, TX;12206;HRL;30;169,690;0.9587;138.04;-0.2193;9;105,150;0.9597;114.34;-0.2780;21;64,540;0.9571;176.66;-0.1462;2006112206HRL
Table 7;2003;4;31977;Green Bay, WI;11977;GRB;43;112,360;0.0000;186.60;0.0095;10;29,120;0.0000;187.18;0.2007;33;83,240;0.0000;186.40;-0.0439;2003411977GRB
Table 7;1998;4;34489;Bend/Redmond, OR;14489;RDM;11;31,130;0.0000;121.11;-0.3248;6;22,190;0.0000;110.88;-0.3631;5;8,940;0.0000;146.50;-0.2390;1998414489RDM
Table 7;2001;2;34457;Rapid City, SD;14457;RAP;26;46,420;0.0000;225.10;0.0959;2;10,060;0.0000;244.12;0.3393;24;36,360;0.0000;219.84;0.0380;2001214457RAP
Table 7;2002;2;31953;Gainesville, FL;11953;GNV;15;20,280;0.0000;175.59;0.0411;4;11,360;0.0000;164.02;0.0319;11;8,920;0.0000;190.34;0.0515;2002211953GNV
Table 7;2006;4;32156;Helena, MT;12156;HLN;9;7,740;0.0000;231.99;0.0563;1;3,560;0.0000;205.32;-0.0724;8;4,180;0.0000;254.71;0.1675;2006412156HLN
Table 7;2006;3;30194;Dallas/Fort Worth, TX;11298;DFW;162;4,836,490;0.4779;216.46;0.2424;53;1,193,830;0.3336;168.92;0.0885;109;3,642,660;0.5252;232.04;0.2858;2006311298DFW
Table 7;1999;3;33486;Missoula, MT;13486;MSO;30;65,030;0.0000;207.43;-0.0480;6;25,560;0.0000;180.82;-0.0735;24;39,470;0.0000;224.66;-0.0342;1999313486MSO
Table 7;2003;2;33105;Cincinnati, OH;11193;CVG;92;802,500;0.0000;245.94;0.6731;54;450,690;0.0000;241.21;0.8112;38;351,810;0.0000;252.00;0.5300;2003211193CVG
Table 7;1999;2;31295;Detroit, MI;11433;DTW;139;3,218,810;0.4427;177.17;0.0346;81;1,803,090;0.2962;160.75;0.1735;58;1,415,720;0.6292;198.09;-0.0782;1999211433DTW
Table 7;1997;2;33795;Jacksonville/Camp Lejeune, NC;13795;OAJ;9;4,460;0.0000;193.93;-0.2547;6;2,300;0.0000;148.62;-0.3735;3;2,160;0.0000;242.18;-0.1492;1997213795OAJ
Table 7;2002;2;30849;Bozeman, MT;10849;BZN;28;49,900;0.0000;210.91;0.0491;4;14,660;0.0000;175.78;0.1142;24;35,240;0.0000;225.52;0.0296;2002210849BZN
Table 7;2001;2;30257;Albany, NY;10257;ALB;77;615,180;0.6118;164.09;-0.1248;35;229,220;0.4283;156.13;0.0006;42;385,960;0.7208;168.82;-0.1811;2001210257ALB
Table 7;2003;2;34922;Salinas/Monterey, CA;13476;MRY;14;25,340;0.0000;236.88;0.1777;6;13,130;0.0000;155.04;0.0043;8;12,210;0.0000;324.88;0.2921;2003213476MRY
Table 7;1999;1;34685;Savannah, GA;14685;SAV;54;208,760;0.4932;169.73;-0.1272;24;101,220;0.5974;146.52;-0.2145;30;107,540;0.3951;191.57;-0.0513;1999114685SAV
Table 7;2005;4;35096;Syracuse, NY;15096;SYR;67;417,670;0.5031;178.60;0.0029;31;163,780;0.2483;172.54;0.2262;36;253,890;0.6674;182.51;-0.0974;2005415096SYR
Table 7;2004;3;33377;Monroe, LA;13377;MLU;15;15,600;0.0000;191.33;0.0568;5;8,200;0.0000;182.52;0.1655;10;7,400;0.0000;201.10;-0.0339;2004313377MLU
Table 7;1999;2;31135;Myrtle Beach, SC;13577;MYR;45;281,250;0.5888;125.21;-0.2956;30;206,110;0.6903;118.30;-0.3094;15;75,140;0.3104;144.18;-0.2625;1999213577MYR
Table 7;1998;4;31066;Columbus, OH;11066;CMH;92;1,216,290;0.3597;163.94;-0.0374;51;604,750;0.2187;162.91;0.2525;41;611,540;0.4990;164.97;-0.2148;1998411066CMH
Table 7;2004;1;31453;Houston, TX;11495;EFD;96;15,960;0.0000;194.77;0.1453;31;3,620;0.0000;153.63;0.0353;65;12,340;0.0000;206.84;0.1724;2004111495EFD
Table 7;1997;4;30980;Chattanooga, TN;10980;CHA;30;62,720;0.0000;192.61;0.0439;17;45,020;0.0000;167.52;-0.0802;13;17,700;0.0000;256.43;0.3454;1997410980CHA
Table 7;2006;3;31895;Great Falls, MT;12003;GTF;20;26,170;0.0000;256.41;0.1947;3;9,900;0.0000;230.82;0.3265;17;16,270;0.0000;271.99;0.1364;2006312003GTF
Table 7;1998;2;30469;Kalamazoo, MI;10469;AZO;32;62,120;0.0000;234.78;0.2475;19;35,630;0.0000;243.90;0.5384;13;26,490;0.0000;222.52;-0.0245;1998210469AZO
Table 7;2003;3;31823;Fort Wayne, IN;11823;FWA;36;75,680;0.0000;182.88;-0.0663;19;42,370;0.0000;171.04;-0.0644;17;33,310;0.0000;197.93;-0.0683;2003311823FWA
Table 7;1996;4;33195;Tampa, FL (Metropolitan Area);15304;TPA;124;2,189,840;0.3113;139.24;-0.1745;33;454,220;0.3740;115.96;-0.1968;91;1,735,620;0.2949;145.33;-0.1697;1996415304TPA
Table 7;2000;3;34236;Paso Robles/San Luis Obispo, CA;14698;SBP;14;13,970;0.0000;223.96;0.0121;4;4,520;0.0000;167.24;-0.1120;10;9,450;0.0000;251.08;0.0593;2000314698SBP
Table 7;1999;4;33264;Medford, OR;13264;MFR;19;60,150;0.0000;152.78;-0.1480;11;52,960;0.0000;139.10;-0.1808;8;7,190;0.0000;253.60;0.0161;1999413264MFR
Table 7;2001;2;34711;Philipsburg/State College, PA;14711;SCE;8;7,750;0.0000;259.01;0.1397;2;1,910;0.0000;225.21;0.5273;6;5,840;0.0000;270.07;0.0659;2001214711SCE
Table 7;2000;1;32575;Los Angeles, CA (Metropolitan Area);12892;LAX;177;5,689,970;0.5987;211.76;-0.0776;28;1,927,450;0.7982;96.20;-0.2466;149;3,762,520;0.4965;270.96;-0.0383;2000112892LAX
Table 7;2006;2;30185;Alexandria, LA;10185;AEX;14;13,520;0.0000;262.16;0.0706;2;5,130;0.0000;246.78;-0.0677;12;8,390;0.0000;271.57;0.1667;2006210185AEX
Table 7;2000;3;32448;Jackson/Vicksburg, MS;12448;JAN;59;246,740;0.6159;176.08;-0.1132;26;142,210;0.5830;155.20;-0.1796;33;104,530;0.6606;204.49;-0.0324;2000312448JAN
Table 7;1999;4;34321;Portland, ME;14321;PWM;50;182,860;0.0000;212.88;0.0672;17;65,250;0.0000;196.07;0.2651;33;117,610;0.0000;222.21;-0.0087;1999414321PWM
Table 7;1996;4;30135;Allentown/Bethlehem/Easton, PA;10135;ABE;32;118,020;0.1858;243.92;0.3437;11;49,160;0.0000;248.81;0.7031;21;68,860;0.3185;240.43;0.1624;1996410135ABE
Table 7;2005;2;32441;Jackson, WY;12441;JAC;25;32,680;0.0000;251.11;0.1361;4;6,490;0.0000;215.61;0.0647;21;26,190;0.0000;259.91;0.1520;2005212441JAC
Table 7;1998;1;31973;Gulfport/Biloxi, MS;11973;GPT;9;18,400;0.0000;129.00;-0.3125;6;14,680;0.0000;117.11;-0.3546;3;3,720;0.0000;175.91;-0.1701;1998111973GPT
Table 7;2000;3;30792;Buffalo, NY;10792;BUF;74;868,650;0.3776;152.37;-0.0977;36;539,670;0.3343;139.20;-0.0058;38;328,980;0.4488;173.97;-0.1953;2000310792BUF
Table 7;2004;2;35380;Traverse City, MI;15380;TVC;26;28,390;0.0000;197.41;-0.0276;15;17,640;0.0000;182.50;-0.0889;11;10,750;0.0000;221.87;0.0695;2004215380TVC
Table 7;2007;2;31884;Spokane, WA;11884;GEG;66;647,320;0.9415;158.30;-0.1173;9;314,620;0.9853;103.74;-0.2313;57;332,700;0.9000;209.90;-0.0515;2007211884GEG
Table 7;1996;3;30977;Chicago, IL;10986;CHI;74;4,250;0.0000;220.62;0.2708;29;2,200;0.0000;186.08;0.2171;45;2,050;0.0000;257.69;0.3158;1996310986CHI
Table 7;1999;2;33192;Sacramento, CA;14893;SMF;79;1,587,580;0.8196;135.59;-0.1940;16;1,098,450;0.9538;87.15;-0.3486;63;489,130;0.5183;244.37;-0.0047;1999214893SMF
Table 7;1997;4;32457;San Francisco, CA (Metropolitan Area);14771;SFO;159;4,305,660;0.2182;225.49;0.0317;26;1,588,080;0.2787;95.21;-0.2500;133;2,717,580;0.1828;301.62;0.1086;1997414771SFO
Table 7;2002;1;30666;Bellingham, WA;10666;BLI;8;10,530;0.0000;137.61;0.0865;1;4,250;0.0000;90.51;-0.0434;7;6,280;0.0000;169.48;0.1425;2002110666BLI
Table 7;2003;2;31481;Panama City, FL;14078;PFN;23;34,760;0.0000;196.48;0.1180;3;6,710;0.0000;169.49;-0.1582;20;28,050;0.0000;202.94;0.1964;2003214078PFN
Table 7;1999;1;31638;Fresno, CA;11638;FAT;26;57,540;0.0000;214.71;-0.0886;8;25,430;0.0000;127.40;-0.3360;18;32,110;0.0000;283.85;0.0505;1999111638FAT
Table 7;2005;2;35096;Syracuse, NY;15096;SYR;71;475,830;0.4370;172.81;0.0213;35;203,440;0.1669;160.29;0.2197;36;272,390;0.6386;182.17;-0.0773;2005215096SYR
Table 7;1997;3;34492;Raleigh/Durham, NC;14492;RDU;91;1,082,470;0.0000;196.67;0.2113;55;764,080;0.0000;171.34;0.2291;36;318,390;0.0000;257.44;0.1838;1997314492RDU
Table 7;1996;1;30647;Cleveland, OH (Metropolitan Area);10874;CAK;95;70,930;0.2140;189.22;0.1507;51;30,130;0.0000;185.68;0.3047;44;40,800;0.3721;191.84;0.0611;1996110874CAK
Table 7;2007;1;31977;Green Bay, WI;11977;GRB;39;109,700;0.0000;201.75;-0.0040;10;25,690;0.0000;203.77;0.1663;29;84,010;0.0000;201.14;-0.0471;2007111977GRB
Table 7;2006;1;31703;New York City, NY (Metropolitan Area);12478;JFK;155;3,309,020;0.7469;184.10;0.0015;47;383,660;0.7910;107.39;0.0055;108;2,925,360;0.7411;194.16;0.0012;2006112478JFK
Table 7;2007;3;31703;New York City, NY (Metropolitan Area);12197;HPN;165;401,640;0.7355;162.17;-0.0200;53;42,090;0.1057;218.05;0.3988;112;359,550;0.8092;155.63;-0.0658;2007312197HPN
Table 7;1996;1;30140;Albuquerque, NM;10140;ABQ;81;882,410;0.7142;122.72;-0.2510;28;499,980;0.8365;92.88;-0.3424;53;382,430;0.5544;161.73;-0.1638;1996110140ABQ
Table 7;1997;4;33667;Norfolk, VA (Metropolitan Area);13931;ORF;84;519,850;0.0410;191.12;0.0502;42;313,580;0.0679;169.30;0.1084;42;206,270;0.0000;224.30;-0.0094;1997413931ORF
Table 7;2005;1;32280;Idaho Falls, ID;12280;IDA;10;14,580;0.0000;185.63;0.0280;7;12,520;0.0000;161.19;-0.0427;3;2,060;0.0000;334.19;0.3122;2005112280IDA
Table 7;2001;3;34614;Salt Lake City, UT;14869;SLC;98;1,796,030;0.7601;150.68;-0.0850;26;996,410;0.8955;108.30;-0.2040;72;799,620;0.5914;203.48;0.0157;2001314869SLC
Table 7;1999;1;31295;Detroit, MI;11295;DET;12;59,370;0.0000;93.41;-0.3281;8;44,010;0.0000;93.87;-0.2291;4;15,360;0.0000;92.07;-0.5113;1999111295DET
Table 7;1998;1;32575;Los Angeles, CA (Metropolitan Area);12954;LGB;96;117,670;0.0000;151.16;-0.1625;15;30,440;0.0000;90.60;-0.2476;81;87,230;0.0000;172.29;-0.1447;1998112954LGB
Table 7;2005;4;31295;Detroit, MI;11433;DTW;121;3,084,570;0.7395;179.52;0.0927;69;1,467,340;0.6063;176.96;0.2559;52;1,617,230;0.8603;181.85;-0.0198;2005411433DTW
Table 7;2006;2;34576;Rochester, NY;14576;ROC;67;567,650;0.7098;175.51;0.0192;32;297,780;0.5753;162.63;0.2189;35;269,870;0.8583;189.72;-0.1175;2006214576ROC
Table 7;2006;3;31695;Flagstaff, AZ;11695;FLG;8;5,560;0.0000;174.35;-0.2008;8;5,560;0.0000;174.35;-0.2008;;;;;;2006311695FLG
Table 7;2002;4;31823;Fort Wayne, IN;11823;FWA;36;70,170;0.0000;202.62;0.1112;16;32,510;0.0000;203.10;0.1744;20;37,660;0.0000;202.21;0.0617;2002411823FWA
Table 7;2003;1;32280;Idaho Falls, ID;12280;IDA;7;13,660;0.0000;161.02;-0.1160;7;13,660;0.0000;161.02;-0.1160;;;;;;2003112280IDA
Table 7;2001;2;31703;New York City, NY (Metropolitan Area);15070;SWF;153;94,940;0.0000;215.12;0.1435;49;24,900;0.0000;183.71;0.1375;104;70,040;0.0000;226.28;0.1453;2001215070SWF
Table 7;2004;4;33158;Midland/Odessa, TX;13158;MAF;29;134,820;0.9211;122.04;-0.1567;11;109,680;0.9496;108.11;-0.2123;18;25,140;0.7967;182.82;0.0310;2004413158MAF
Table 7;1999;2;30620;Billings, MT;10620;BIL;32;72,870;0.0000;223.53;0.0549;5;30,410;0.0000;217.89;0.0819;27;42,460;0.0000;227.56;0.0371;1999210620BIL
Table 7;2001;4;34492;Raleigh/Durham, NC;14492;RDU;98;1,459,610;0.6794;137.20;-0.1472;57;940,160;0.5998;124.22;-0.1400;41;519,450;0.8235;160.70;-0.1571;2001414492RDU
Table 7;2005;4;30372;Aspen, CO;10372;ASE;22;33,080;0.0000;294.23;0.4819;7;10,930;0.0000;256.47;0.2840;15;22,150;0.0000;312.87;0.5804;2005410372ASE
Table 7;1996;4;32884;Lansing, MI;12884;LAN;36;91,020;0.0000;172.10;-0.1257;18;42,230;0.0000;169.61;-0.0255;18;48,790;0.0000;174.26;-0.1954;1996412884LAN
Table 7;1998;4;33195;Tampa, FL (Metropolitan Area);15304;TPA;133;2,712,900;0.4614;143.65;-0.1886;36;702,340;0.6691;113.44;-0.2204;97;2,010,560;0.3889;154.21;-0.1800;1998415304TPA
Table 7;2000;4;30372;Aspen, CO;10372;ASE;21;35,500;0.0000;262.25;0.4025;6;14,060;0.0000;210.62;0.3097;15;21,440;0.0000;296.10;0.4505;2000410372ASE
Table 7;2006;4;30431;Asheville, NC;10431;AVL;33;61,490;0.0000;233.90;0.1711;17;36,890;0.0000;226.56;0.2182;16;24,600;0.0000;244.89;0.1116;2006410431AVL
Table 7;2000;1;30980;Chattanooga, TN;10980;CHA;30;56,190;0.0000;211.04;0.0397;14;36,000;0.0000;196.20;-0.0106;16;20,190;0.0000;237.51;0.1240;2000110980CHA
Table 7;2003;3;30990;Charlottesville, VA;10990;CHO;11;14,810;0.0000;217.24;0.2451;11;14,810;0.0000;217.24;0.2451;;;;;;2003310990CHO
Table 7;2004;3;30721;Boston, MA (Metropolitan Area);13296;MHT;159;901,210;0.7187;149.42;-0.0481;45;319,750;0.7015;123.77;-0.0347;114;581,460;0.7282;163.53;-0.0535;2004313296MHT
Table 7;1997;2;31295;Detroit, MI;11433;DTW;129;2,909,830;0.3682;183.10;0.1146;77;1,619,600;0.2742;181.86;0.3683;52;1,290,230;0.4861;184.65;-0.0932;1997211433DTW
Table 7;1998;3;34574;Roanoke, VA;14574;ROA;35;72,360;0.0000;240.37;0.2285;21;48,880;0.0000;226.80;0.2207;14;23,480;0.0000;268.62;0.2424;1998314574ROA
Table 7;2001;3;32575;Los Angeles, CA (Metropolitan Area);13891;ONT;177;1,347,100;0.7958;135.79;-0.1540;25;633,400;0.9407;87.89;-0.2216;152;713,700;0.6672;178.30;-0.1206;2001313891ONT
Table 7;2006;4;33214;San Antonio, TX;14683;SAT;113;1,564,230;0.7193;179.03;-0.0041;27;449,500;0.7912;123.74;-0.1884;86;1,114,730;0.6902;201.33;0.0554;2006414683SAT
Table 7;1998;2;31714;Fort Myers, FL;14635;RSW;85;872,880;0.2660;152.39;-0.1979;9;77,330;0.7207;125.18;-0.2070;76;795,550;0.2218;155.04;-0.1971;1998214635RSW
Table 7;2003;3;31650;Minneapolis/St. Paul, MN;13487;MSP;133;2,785,150;0.5154;218.37;0.3528;47;863,240;0.1625;203.91;0.4556;86;1,921,910;0.6739;224.87;0.3150;2003313487MSP
Table 7;1997;4;30685;Bloomington/Normal, IL;10685;BMI;19;36,230;0.7256;173.48;-0.0604;6;6,580;0.0000;254.34;0.5911;13;29,650;0.8867;155.53;-0.1820;1997410685BMI
Table 7;2007;3;32575;Los Angeles, CA (Metropolitan Area);12954;LGB;134;693,580;0.8333;168.64;-0.1696;17;271,500;0.9053;95.45;-0.2331;117;422,080;0.7870;215.71;-0.1496;2007312954LGB
Table 7;2006;2;30990;Charlottesville, VA;10990;CHO;22;27,890;0.0000;267.23;0.2493;13;20,840;0.0000;245.77;0.2621;9;7,050;0.0000;330.67;0.2221;2006210990CHO
Table 7;2007;2;33316;Omaha, NE;13871;OMA;82;886,130;0.7351;175.10;-0.0561;22;306,600;0.6336;148.14;-0.0662;60;579,530;0.7889;189.36;-0.0518;2007213871OMA
Table 7;1998;4;30185;Alexandria, LA;10185;AEX;14;10,000;0.0000;162.38;-0.0646;2;3,000;0.0000;130.16;0.4634;12;7,000;0.0000;176.19;-0.1605;1998410185AEX
Table 7;2003;3;32441;Jackson, WY;12441;JAC;30;67,910;0.0000;257.19;0.2429;4;10,180;0.0000;214.97;-0.0561;26;57,730;0.0000;264.64;0.3020;2003312441JAC
Table 7;1996;3;31703;New York City, NY (Metropolitan Area);11618;EWR;176;4,129,440;0.0000;191.12;0.1465;67;1,010,310;0.0000;171.95;0.7713;109;3,119,130;0.0000;197.33;0.0427;1996311618EWR
Table 7;1996;1;31123;St. Louis, MO;15016;STL;115;1,660,250;0.5157;162.98;0.0481;62;903,880;0.5071;136.20;0.0156;53;756,370;0.5259;194.99;0.0770;1996115016STL
Table 7;2006;2;32457;San Francisco, CA (Metropolitan Area);13796;OAK;165;3,213,240;0.9400;151.44;-0.1523;26;2,100,780;0.9960;116.79;-0.1758;139;1,112,460;0.8342;216.88;-0.1269;2006213796OAK
Table 7;1997;4;30208;Augusta, GA;10208;AGS;21;36,970;0.0000;213.68;0.0599;14;29,650;0.0000;198.85;-0.0120;7;7,320;0.0000;273.72;0.3488;1997410208AGS
Table 7;2000;1;33360;Melbourne, FL;13360;MLB;21;74,930;0.4371;160.00;-0.2333;1;10,070;0.0000;185.61;-0.0790;20;64,860;0.5049;156.03;-0.2563;2000113360MLB
Table 7;2002;3;30852;Washington, DC (Metropolitan Area);10821;BWI;181;3,613,980;0.8615;137.25;-0.1406;84;1,789,170;0.8264;109.48;-0.1292;97;1,824,810;0.8959;164.48;-0.1479;2002310821BWI
Table 7;1998;4;33851;Oklahoma City, OK;13851;OKC;81;649,260;0.7149;152.45;-0.1419;30;302,110;0.7514;123.08;-0.2387;51;347,150;0.6832;178.01;-0.0708;1998413851OKC
Table 7;2005;3;31453;Houston, TX;12266;IAH;139;2,707,840;0.0659;187.96;0.1652;36;562,330;0.0000;147.78;0.0907;103;2,145,510;0.0832;198.49;0.1810;2005312266IAH
Table 7;2003;4;31603;Eugene, OR;11603;EUG;27;69,650;0.0000;180.39;-0.0967;5;18,500;0.0000;157.83;-0.2327;22;51,150;0.0000;188.56;-0.0454;2003411603EUG
Table 7;2006;3;31003;Cedar Rapids/Iowa City, IA;11003;CID;43;139,330;0.0000;219.64;0.0293;10;34,770;0.0000;239.35;0.1710;33;104,560;0.0000;213.09;-0.0152;2006311003CID
Table 7;2007;3;33256;Mission/McAllen/Edinburg, TX;13256;MFE;38;131,970;0.0000;200.80;0.0147;5;43,350;0.0000;141.02;-0.0988;33;88,620;0.0000;230.05;0.0545;2007313256MFE
Table 7;1996;3;30208;Augusta, GA;10208;AGS;20;26,520;0.0000;183.07;-0.0358;17;24,330;0.0000;177.28;-0.0617;3;2,190;0.0000;247.41;0.2354;1996310208AGS
Table 7;1999;4;30781;Baton Rouge, LA;10781;BTR;45;123,350;0.0000;170.12;-0.0925;16;63,600;0.0000;145.47;-0.1532;29;59,750;0.0000;196.36;-0.0380;1999410781BTR
Table 7;2001;4;30436;Tucson, AZ;15376;TUS;70;557,390;0.5217;148.54;-0.0950;12;168,940;0.8490;97.40;-0.2755;58;388,450;0.3793;170.79;-0.0354;2001415376TUS
Table 7;2005;3;33192;Sacramento, CA;14893;SMF;91;2,199,500;0.9303;144.87;-0.1195;16;1,365,260;0.9923;105.37;-0.2120;75;834,240;0.8289;209.51;-0.0253;2005314893SMF
Table 7;2002;4;30529;Hartford, CT;10529;BDL;92;1,301,980;0.6022;166.25;-0.0330;31;312,000;0.5242;161.51;0.2068;61;989,980;0.6268;167.74;-0.0880;2002410529BDL
Table 7;2005;1;31714;Fort Myers, FL;14635;RSW;103;1,945,240;0.6556;151.54;-0.0838;10;83,480;0.6049;158.78;0.1099;93;1,861,760;0.6579;151.22;-0.0912;2005114635RSW
Table 7;1999;1;30436;Tucson, AZ;15376;TUS;74;602,420;0.4254;177.61;-0.1002;13;204,150;0.7358;101.69;-0.3389;61;398,270;0.2663;216.52;-0.0146;1999115376TUS
Table 7;1999;3;30198;Pittsburgh, PA;14122;PIT;104;1,355,900;0.0000;219.94;0.3643;62;817,060;0.0000;213.36;0.5854;42;538,840;0.0000;229.92;0.1404;1999314122PIT
Table 7;2002;2;33360;Melbourne, FL;13360;MLB;20;43,290;0.0000;173.89;-0.0940;1;10,170;0.0000;148.38;-0.1514;19;33,120;0.0000;181.72;-0.0784;2002213360MLB
Table 7;2003;4;35412;Knoxville, TN;15412;TYS;56;202,860;0.0000;214.43;0.1261;30;123,160;0.0000;198.35;0.0693;26;79,700;0.0000;239.27;0.2083;2003415412TYS
Table 7;2003;2;31834;Fayetteville, AR;15919;XNA;49;129,120;0.0000;260.69;0.4791;15;52,510;0.0000;250.61;0.6963;34;76,610;0.0000;267.61;0.3667;2003215919XNA
Table 7;2004;4;32884;Lansing, MI;12884;LAN;37;91,660;0.0000;150.34;-0.1497;20;41,120;0.0000;141.98;-0.1589;17;50,540;0.0000;157.14;-0.1428;2004412884LAN
Table 7;1996;3;30140;Albuquerque, NM;10140;ABQ;88;1,239,430;0.7420;119.62;-0.2546;28;664,860;0.8880;89.97;-0.3404;60;574,570;0.5730;153.92;-0.1828;1996310140ABQ
Table 7;2003;3;33158;Midland/Odessa, TX;13158;MAF;26;131,000;0.9587;116.88;-0.2532;12;104,320;0.9589;105.18;-0.3023;14;26,680;0.9580;162.65;-0.0919;2003313158MAF
Table 7;2001;1;30685;Bloomington/Normal, IL;10685;BMI;32;77,880;0.8192;170.51;-0.1456;9;30,180;0.6693;170.26;-0.0861;23;47,700;0.9140;170.67;-0.1793;2001110685BMI
Table 7;1999;3;30325;Denver, CO;11292;DEN;160;4,045,880;0.4776;218.20;0.2146;40;1,026,010;0.7143;169.66;0.1592;120;3,019,870;0.3971;234.69;0.2291;1999311292DEN
Table 7;2006;3;33316;Omaha, NE;13871;OMA;79;821,720;0.7231;176.03;-0.0703;22;278,660;0.6386;149.49;-0.0809;57;543,060;0.7665;189.65;-0.0660;2006313871OMA
Table 7;2000;3;33485;Madison, WI;13485;MSN;52;200,620;0.0000;216.99;0.1328;17;66,070;0.0000;210.89;0.2154;35;134,550;0.0000;219.99;0.0977;2000313485MSN
Table 7;1999;1;31453;Houston, TX;12191;HOU;134;1,338,920;0.9339;126.08;-0.1321;38;893,250;0.9616;98.55;-0.1565;96;445,670;0.8785;181.24;-0.1040;1999112191HOU
Table 7;2003;2;33076;La Crosse, WI;13076;LSE;13;8,530;0.0000;233.81;0.1384;;;;;;13;8,530;0.0000;233.81;0.1384;2003213076LSE
Table 7;2004;2;32467;Miami, FL (Metropolitan Area);11697;FLL;139;3,990,600;0.8181;133.39;-0.2001;30;554,000;0.8593;120.31;-0.1409;109;3,436,600;0.8114;135.49;-0.2079;2004211697FLL
Table 7;1997;4;32945;Lexington, KY;12945;LEX;49;160,990;0.0000;179.43;-0.0014;27;99,750;0.0000;169.90;0.0649;22;61,240;0.0000;194.95;-0.0824;1997412945LEX
Table 7;2004;1;34922;Salinas/Monterey, CA;13476;MRY;13;22,530;0.0000;241.37;0.1361;6;12,810;0.0000;160.17;-0.0692;7;9,720;0.0000;348.39;0.3113;2004113476MRY
Table 7;2003;1;30257;Albany, NY;10257;ALB;63;449,240;0.7143;169.86;-0.0583;25;136,500;0.5372;162.94;0.1249;38;312,740;0.7916;172.89;-0.1174;2003110257ALB
Table 7;1996;2;30627;Bismarck/Mandan, ND;10627;BIS;12;22,780;0.3292;183.86;-0.0322;4;13,000;0.2315;171.21;0.0679;8;9,780;0.4591;200.68;-0.1252;1996210627BIS
Table 7;2002;3;32467;Miami, FL (Metropolitan Area);13303;MIA;133;1,553,850;0.2153;172.36;0.0128;30;290,470;0.6867;133.54;-0.0683;103;1,263,380;0.1069;181.28;0.0279;2002313303MIA
Table 7;2005;2;35323;Bristol/Johnson City/Kingsport, TN;15323;TRI;33;54,740;0.0000;209.44;0.0162;22;39,700;0.0000;195.19;-0.0317;11;15,040;0.0000;247.06;0.1331;2005215323TRI
Table 7;2001;1;30424;Wausau/Mosinee/Stevens Point, WI;11203;CWA;15;18,450;0.0000;225.91;-0.0076;;;;;;15;18,450;0.0000;225.91;-0.0076;2001111203CWA
Table 7;2000;2;32547;Rochester, MN;14633;RST;20;24,090;0.0000;268.44;0.7079;3;8,880;0.0000;225.37;0.9290;17;15,210;0.0000;293.59;0.6245;2000214633RST
Table 7;1999;4;31066;Columbus, OH;11066;CMH;89;1,281,580;0.3688;159.17;-0.0834;51;604,080;0.1955;163.98;0.2243;38;677,500;0.5233;154.88;-0.2591;1999411066CMH
Table 7;1998;4;30994;Charleston, SC;10994;CHS;61;276,150;0.0000;204.40;0.1152;37;187,060;0.0000;185.24;0.0747;24;89,090;0.0000;244.63;0.1862;1998410994CHS
Table 7;1999;1;31871;Greenville/Spartanburg, SC;11996;GSP;51;169,230;0.0000;262.20;0.3403;32;122,620;0.0000;243.35;0.3005;19;46,610;0.0000;311.81;0.4302;1999111996GSP
